,Code,Name,Date,Open,High,Low,Close,Volume,Change
44,195870,해성디에스,2019-03-11,14100,14200,13650,13750,64590,-0.024822695035460973
45,195870,해성디에스,2019-03-12,13800,14050,13800,13950,21622,0.01454545454545464
46,195870,해성디에스,2019-03-13,13950,14000,13750,13850,18156,-0.007168458781361964
47,195870,해성디에스,2019-03-14,13900,14350,13900,14200,56315,0.0252707581227436
48,195870,해성디에스,2019-03-15,14200,14300,13750,14050,40406,-0.010563380281690129
49,195870,해성디에스,2019-03-18,14200,14250,14000,14050,16100,0.0
50,195870,해성디에스,2019-03-19,14150,14150,13900,14150,20711,0.007117437722419906
51,195870,해성디에스,2019-03-20,14150,14450,13800,14350,77318,0.014134275618374659
52,195870,해성디에스,2019-03-21,14600,14600,14000,14050,71500,-0.020905923344947785
53,195870,해성디에스,2019-03-22,14250,14550,14000,14350,85336,0.021352313167259718
54,195870,해성디에스,2019-03-25,14150,14600,13950,14150,75506,-0.013937282229965152
55,195870,해성디에스,2019-03-26,14200,14700,14200,14600,64234,0.03180212014134276
56,195870,해성디에스,2019-03-27,14700,14700,14350,14350,27320,-0.017123287671232834
57,195870,해성디에스,2019-03-28,14300,14300,13900,14050,46018,-0.020905923344947785
58,195870,해성디에스,2019-03-29,14050,14150,13750,14100,17463,0.003558718861210064
59,195870,해성디에스,2019-04-01,14200,14350,14050,14250,20030,0.010638297872340495
60,195870,해성디에스,2019-04-02,14300,14350,14000,14000,28897,-0.017543859649122858
61,195870,해성디에스,2019-04-03,14050,14600,14000,14550,54441,0.03928571428571437
62,195870,해성디에스,2019-04-04,14550,15400,14550,15300,241002,0.051546391752577365
63,195870,해성디에스,2019-04-05,15400,15400,15000,15300,79111,0.0
64,195870,해성디에스,2019-04-08,15300,15350,15000,15200,42704,-0.006535947712418277
65,195870,해성디에스,2019-04-09,15150,15550,15050,15100,105276,-0.006578947368421018
66,195870,해성디에스,2019-04-10,15100,15400,14950,15100,58399,0.0
67,195870,해성디에스,2019-04-11,15100,15250,14700,14900,71271,-0.013245033112582738
68,195870,해성디에스,2019-04-12,14900,15050,14750,14900,54931,0.0
69,195870,해성디에스,2019-04-15,15000,15000,14700,14800,35475,-0.0067114093959731455
70,195870,해성디에스,2019-04-16,14900,15350,14750,15100,70589,0.02027027027027017
71,195870,해성디에스,2019-04-17,15100,15500,15000,15450,95421,0.023178807947019875
72,195870,해성디에스,2019-04-18,15400,15600,14950,15100,48447,-0.02265372168284785
73,195870,해성디에스,2019-04-19,15100,15200,14850,14900,38793,-0.013245033112582738
74,195870,해성디에스,2019-04-22,14450,15750,14400,15400,239111,0.033557046979865834
75,195870,해성디에스,2019-04-23,15500,15700,15350,15550,115471,0.009740259740259829
76,195870,해성디에스,2019-04-24,15700,15850,15350,15400,74240,-0.009646302250803871
77,195870,해성디에스,2019-04-25,15650,16300,15400,16000,156612,0.03896103896103886
78,195870,해성디에스,2019-04-26,15700,16200,15450,15750,57509,-0.015625
79,195870,해성디에스,2019-04-29,15650,16000,15500,15900,32145,0.00952380952380949
80,195870,해성디에스,2019-04-30,16000,16200,15350,15600,51419,-0.018867924528301886
81,195870,해성디에스,2019-05-02,15500,16100,15350,15900,59349,0.01923076923076916
82,195870,해성디에스,2019-05-03,16800,16950,15950,15950,156729,0.003144654088050425
83,195870,해성디에스,2019-05-07,15800,16250,15450,16100,63442,0.00940438871473348
84,195870,해성디에스,2019-05-08,15850,18700,15650,16250,963177,0.009316770186335477
85,195870,해성디에스,2019-05-09,16300,17550,14900,15000,852118,-0.07692307692307687
86,195870,해성디에스,2019-05-10,15000,16100,14900,15150,551098,0.010000000000000007
87,195870,해성디에스,2019-05-13,15300,15450,14800,14900,180511,-0.016501650165016483
88,195870,해성디에스,2019-05-14,14500,15050,14350,14900,156324,0.0
89,195870,해성디에스,2019-05-15,15100,15900,14800,15350,217290,0.030201342281879207
90,195870,해성디에스,2019-05-16,15250,15450,14800,14900,99151,-0.02931596091205213
91,195870,해성디에스,2019-05-17,15100,15200,14700,14850,63640,-0.0033557046979866283
92,195870,해성디에스,2019-05-20,14750,14950,14500,14500,75638,-0.023569023569023573
93,195870,해성디에스,2019-05-21,14300,15050,14300,14800,57413,0.020689655172413838
94,195870,해성디에스,2019-05-22,14950,14950,14550,14900,44921,0.0067567567567568
95,195870,해성디에스,2019-05-23,14900,15400,14450,15200,75558,0.020134228187919545
96,195870,해성디에스,2019-05-24,15200,15200,14900,15100,54812,-0.006578947368421018
97,195870,해성디에스,2019-05-27,14950,15050,14550,14700,38498,-0.026490066225165587
98,195870,해성디에스,2019-05-28,14700,15000,14550,15000,23996,0.020408163265306145
99,195870,해성디에스,2019-05-29,14900,15000,14650,14650,44081,-0.023333333333333317
100,195870,해성디에스,2019-05-30,14700,15100,14400,14800,60835,0.010238907849829282
101,195870,해성디에스,2019-05-31,14950,15800,14850,15300,199541,0.03378378378378377
102,195870,해성디에스,2019-06-03,14950,15650,14850,15400,64093,0.006535947712418277
103,195870,해성디에스,2019-06-04,15900,15900,15400,15550,60053,0.009740259740259829
104,195870,해성디에스,2019-06-05,15600,15650,15050,15100,82698,-0.02893890675241162
105,195870,해성디에스,2019-06-07,15150,15450,15000,15450,48764,0.023178807947019875
106,195870,해성디에스,2019-06-10,15600,15700,15350,15700,41652,0.016181229773462702
107,195870,해성디에스,2019-06-11,15600,16250,15450,16050,160372,0.022292993630573358
108,195870,해성디에스,2019-06-12,16100,16150,15700,15950,125634,-0.006230529595015577
109,195870,해성디에스,2019-06-13,16150,16200,15850,16150,65947,0.012539184952978122
110,195870,해성디에스,2019-06-14,16250,16250,15650,15850,48101,-0.018575851393188847
111,195870,해성디에스,2019-06-17,16000,16000,15650,15900,52789,0.003154574132492094
112,195870,해성디에스,2019-06-18,15750,15900,15000,15200,128531,-0.044025157232704386
113,195870,해성디에스,2019-06-19,15300,15450,14900,15050,55724,-0.009868421052631526
114,195870,해성디에스,2019-06-20,15050,15400,14950,15000,46772,-0.0033222591362126463
115,195870,해성디에스,2019-06-21,15050,15100,14600,14700,91206,-0.020000000000000014
116,195870,해성디에스,2019-06-24,14750,14900,14600,14800,33621,0.006802721088435382
117,195870,해성디에스,2019-06-25,14800,14900,14200,14300,84888,-0.03378378378378377
118,195870,해성디에스,2019-06-26,14400,14650,14100,14550,68822,0.0174825174825175
119,195870,해성디에스,2019-06-27,14800,14800,14300,14650,61606,0.006872852233676952
120,195870,해성디에스,2019-06-28,14550,14750,13850,14050,89194,-0.04095563139931746
121,195870,해성디에스,2019-07-01,14050,14200,13100,13350,157064,-0.04982206405693945
122,195870,해성디에스,2019-07-02,13450,13750,13350,13550,34012,0.014981273408239737
123,195870,해성디에스,2019-07-03,13450,13600,13000,13450,52502,-0.0073800738007380184
124,195870,해성디에스,2019-07-04,13300,13600,13050,13550,89501,0.007434944237918238
125,195870,해성디에스,2019-07-05,13400,13800,13300,13650,41229,0.0073800738007379066
126,195870,해성디에스,2019-07-08,13600,13700,13100,13100,121882,-0.04029304029304026
127,195870,해성디에스,2019-07-09,13100,13300,12650,12800,67018,-0.022900763358778664
128,195870,해성디에스,2019-07-10,12550,13350,12550,13250,59404,0.03515625
129,195870,해성디에스,2019-07-11,13250,13500,13250,13400,21035,0.01132075471698113
130,195870,해성디에스,2019-07-12,13400,13550,12900,13200,64511,-0.0149253731343284
131,195870,해성디에스,2019-07-15,13100,13300,12900,13200,34610,0.0
132,195870,해성디에스,2019-07-16,13100,13900,13100,13600,98044,0.03030303030303028
133,195870,해성디에스,2019-07-17,13600,13800,13300,13750,46983,0.011029411764705843
134,195870,해성디에스,2019-07-18,13750,13950,13550,13800,50905,0.00363636363636366
135,195870,해성디에스,2019-07-19,13950,14100,13600,13600,36200,-0.01449275362318836
136,195870,해성디에스,2019-07-22,13550,14450,13500,14350,94515,0.05514705882352944
137,195870,해성디에스,2019-07-23,14400,14750,14100,14600,124821,0.017421602787456525
138,195870,해성디에스,2019-07-24,14700,15000,14100,14150,91026,-0.030821917808219187
139,195870,해성디에스,2019-07-25,14150,14450,13300,14150,112340,0.0
140,195870,해성디에스,2019-07-26,14150,14350,13550,13900,57947,-0.017667844522968212
141,195870,해성디에스,2019-07-29,13650,13800,13150,13200,53400,-0.05035971223021585
142,195870,해성디에스,2019-07-30,12900,13550,12900,13250,70457,0.003787878787878896
143,195870,해성디에스,2019-07-31,13100,13550,12750,12950,75099,-0.02264150943396226
144,195870,해성디에스,2019-08-01,13000,13100,12650,12650,40484,-0.02316602316602312
145,195870,해성디에스,2019-08-02,12500,12800,12300,12400,60119,-0.01976284584980237
146,195870,해성디에스,2019-08-05,12200,12400,11450,11500,105237,-0.07258064516129037
147,195870,해성디에스,2019-08-06,11000,11600,10750,11150,131636,-0.0304347826086957
148,195870,해성디에스,2019-08-07,11150,11450,11150,11300,36954,0.013452914798206315
149,195870,해성디에스,2019-08-08,11300,11800,11300,11650,41239,0.030973451327433562
150,195870,해성디에스,2019-08-09,11800,12050,11700,11800,35622,0.012875536480686732
151,195870,해성디에스,2019-08-12,11650,11950,11500,11700,14004,-0.008474576271186418
152,195870,해성디에스,2019-08-13,11550,11950,11550,11700,33445,0.0
153,195870,해성디에스,2019-08-14,11850,12000,11500,11700,33489,0.0
154,195870,해성디에스,2019-08-16,11700,11700,11000,11450,90218,-0.021367521367521403
155,195870,해성디에스,2019-08-19,11450,11850,11450,11600,43559,0.013100436681222629
156,195870,해성디에스,2019-08-20,11550,11850,11550,11750,72600,0.012931034482758674
